ID_особи,Пол,Порода,Дата_Рождения,Родитель_папа,Родитель_мама,Удой л/день,Упитанность,Коэффициент инбридинга (F),Прирост веса кг/день,Здоровье (1-10),Фертильность (%),Генетическая ценность (баллы)
1458,Самка,Герефорд,2020-01-07,9543,8863,,4,"0,02","1,47",10,75,75
1459,Самка,Симентальская,2019-01-11,8854,9871,"24,0884383",3,"0,07",,8,,71
1460,Самец,Швицкая,2023-11-13,1695,4149,,4,"0,14",,7,,74
1461,Самка,Симентальская,2019-04-22,9478,1349,"33,47566942",4,"0,02","1,42",5,,90
1462,Самка,Швицкая,2018-12-07,2722,2304,"22,35132814",4,"0,09","1,07",8,89,94
1463,Самец,Герефорд,2023-09-15,1656,8053,,4,"0,14",,7,78,91
1464,Самка,Швицкая,2018-09-19,2966,3876,,3,"0,06",,10,84,82
1465,Самка,Голштинская,2020-04-17,2329,5966,,3,"0,09","1,05",7,,76
1466,Самец,Герефорд,2019-08-27,9998,0124,"21,67520803",3,"0,16",,8,76,90
1467,Самец,Айрширская,2018-08-13,3745,4334,,5,"0,2","0,86",10,,87
1468,Самец,Швицкая,2020-11-03,3412,0888,,4,"0,13","0,87",7,90,92
1469,Самка,Швицкая,2018-12-01,3018,1305,,4,"0,13","1,1",6,,82
1470,Самец,Симентальская,2021-06-21,9058,5481,"28,03309145",4,"0,03","0,87",6,94,85
1471,Самец,Швицкая,2021-09-12,2869,0613,"24,47435635",4,"0,12",,8,90,83
1472,Самец,Симентальская,2021-03-26,2279,5986,,2,"0,17","1,32",5,76,89
1473,Самка,Герефорд,2021-06-01,5807,3497,,4,"0,05",,7,87,87
1474,Самка,Симентальская,2019-12-11,7725,1025,"35,8364787",3,"0,1","1,32",5,80,94
1475,Самец,Швицкая,2021-01-01,1673,8302,"24,60199305",4,"0,08","1,42",7,,81
1476,Самец,Симентальская,2019-07-17,5143,8178,"22,22939217",3,"0,18",,9,89,87
1477,Самец,Симентальская,2019-10-05,3784,0282,,4,"0,19","1,08",10,91,70
1478,Самец,Айрширская,2023-03-12,6605,3688,"28,95655346",3,"0,19","1,05",10,,81
1479,Самка,Голштинская,2019-06-18,1626,7876,"20,49415385",4,"0,17",,7,,83
1480,Самка,Айрширская,2019-03-26,3657,7755,,4,"0,13","1,42",8,,88
1481,Самец,Швицкая,2020-07-12,0814,8370,"26,78388432",3,"0,05",,10,,93
1482,Самец,Симентальская,2019-06-16,8708,9259,,3,"0,19",,9,,75
1483,Самка,Айрширская,2020-04-16,8784,6613,"30,92889544",5,"0,14",,7,,82
1484,Самец,Айрширская,2018-05-05,5986,8698,,4,"0,19",,8,84,85
1485,Самец,Герефорд,2022-01-06,7252,8539,"27,76267415",3,"0,09",,10,,78
1486,Самец,Голштинская,2018-09-04,0268,7898,,3,"0,09",,10,,71
1487,Самец,Швицкая,2019-04-12,8846,2873,,4,"0,18",,6,78,71
1488,Самка,Симентальская,2022-02-23,1050,9318,,4,"0,04","0,94",5,,76
1489,Самка,Герефорд,2022-06-23,4863,5486,,4,"0,1",,9,,79
1490,Самец,Швицкая,2019-03-09,6524,4595,,3,"0,04","1,1",6,95,82
1491,Самец,Герефорд,2021-09-18,9454,9955,"25,3004619",4,"0,12","0,8",7,,91
1492,Самец,Швицкая,2023-02-27,0125,2249,,4,"0,08",,6,,89
1493,Самка,Герефорд,2022-09-09,3756,9739,"37,59134632",4,"0,17",,8,94,75
1494,Самка,Симентальская,2020-06-05,1123,0332,,4,"0,2","1,43",6,89,76
1495,Самец,Герефорд,2020-04-25,9903,0955,,3,"0,12",,9,,95
1496,Самка,Симентальская,2020-07-11,8372,6822,"30,22505339",4,"0,05",,6,86,93
1497,Самка,Швицкая,2021-04-22,8463,8390,,2,"0,11","1,37",7,,94
1498,Самка,Симентальская,2018-09-09,6022,3937,,4,"0,16",,5,,72
1499,Самец,Голштинская,2023-12-03,3802,7810,,3,"0,09","1,43",10,,88
1500,Самец,Голштинская,2019-08-22,3590,6483,,4,"0,02","1,03",5,,85
1501,Самка,Швицкая,2021-06-02,6103,7086,,4,"0,14",,8,90,72
1502,Самка,Айрширская,2020-01-14,7511,5876,"20,5281987",4,"0,19","1,11",10,82,74
1503,Самец,Айрширская,2019-10-28,3729,6166,"24,50986102",3,"0,18",,5,,85
1504,Самец,Симентальская,2020-08-12,2948,7683,"34,75899146",3,"0,05",,10,,95
1505,Самка,Голштинская,2022-05-03,1359,1132,,4,"0,06",,5,,70
1506,Самец,Голштинская,2021-05-04,4955,2376,"29,92585878",3,"0,05",,8,,75
1507,Самка,Голштинская,2023-10-01,0131,1923,,3,"0,1",,7,85,76
1508,Самец,Голштинская,2022-10-21,9273,7704,,5,"0,1",,6,,85
1509,Самка,Айрширская,2020-08-04,9332,5741,,3,"0,14",,7,,71
1510,Самка,Голштинская,2021-04-26,8492,4408,,3,"0,16","1,06",5,,86
1511,Самец,Голштинская,2020-12-12,6774,2723,,2,"0,07",,5,79,75
1512,Самец,Герефорд,2018-11-06,5591,5331,"39,91437583",2,"0,12","1,37",8,82,89
1513,Самец,Симентальская,2018-09-12,9209,9059,,3,"0,15","1,01",10,88,73
1514,Самец,Швицкая,2021-09-16,9749,9446,,4,"0,12","1,21",6,,83
1515,Самец,Айрширская,2019-06-02,9340,6423,"20,61861933",4,"0,18",,9,81,73
1516,Самка,Швицкая,2021-04-04,4152,4345,"35,28993435",4,"0,05",,10,75,79
1517,Самка,Герефорд,2021-03-08,7258,0026,"29,43297858",4,"0,03","1,13",9,,82
1518,Самка,Герефорд,2021-07-01,0164,1072,"38,70308209",4,"0,15",,7,,74
1519,Самка,Симентальская,2022-06-11,8104,7954,"38,60550267",4,"0,03","1,02",5,,88
1520,Самка,Герефорд,2019-05-25,2229,6330,"36,69527845",3,"0,17","0,92",7,75,85
1521,Самец,Герефорд,2018-05-08,7807,5103,"35,08454283",3,"0,16",,8,91,75
1522,Самец,Швицкая,2021-03-05,9660,8475,,2,"0,04","1,45",8,,80
1523,Самец,Айрширская,2018-10-11,5313,6561,,4,"0,15","1,09",6,,92
1524,Самец,Швицкая,2019-06-03,2703,8389,"31,37985223",4,"0,03",,5,,82
1525,Самка,Герефорд,2018-04-23,3981,6655,,4,"0,03","1,36",7,91,70
1526,Самка,Голштинская,2020-08-20,2630,7132,"21,10287216",4,"0,05",,9,78,89
1527,Самка,Герефорд,2021-07-14,8204,6717,"25,31438147",5,"0,14",,5,76,83
1528,Самец,Симентальская,2022-07-11,4224,7293,,3,"0,02","1,43",8,85,93
1529,Самка,Герефорд,2021-03-28,7094,8614,,4,"0,16",,5,,83
1530,Самка,Голштинская,2019-12-14,9497,2279,,4,"0,11",,8,,81
1531,Самка,Симентальская,2023-07-16,2107,1456,,4,"0,19",,8,,83
1532,Самец,Швицкая,2020-06-28,3821,5131,,4,"0,19","1,39",5,,93
1533,Самец,Герефорд,2020-03-06,3530,1413,,4,"0,01",,5,82,71
1534,Самец,Голштинская,2023-05-22,0793,3570,"30,64575616",4,"0,17","0,99",10,,89
1535,Самка,Герефорд,2023-07-26,3034,2519,,3,"0,09","0,99",7,84,71
1536,Самка,Симентальская,2022-03-27,9192,5071,,4,"0,19","0,89",6,,90
1537,Самец,Швицкая,2018-12-10,1343,7938,"32,54449183",4,"0,09","0,99",10,,75
1538,Самка,Айрширская,2023-03-27,8726,4351,,3,"0,13","1,34",9,82,86
1539,Самка,Герефорд,2019-10-18,5987,8486,"37,01680429",2,"0,19",,8,81,78
1540,Самец,Швицкая,2023-12-13,0565,0873,,4,"0,18",,6,,85
1541,Самец,Голштинская,2022-03-05,4174,7080,"37,38394467",2,"0,17","0,97",5,83,89
1542,Самец,Швицкая,2018-08-28,0887,3651,"28,77181576",3,"0,02","1,21",10,,86
1543,Самец,Симентальская,2022-01-24,4376,9543,,4,"0,04",,8,90,82
1544,Самка,Симентальская,2018-09-01,5958,9828,,2,"0,02","0,97",6,76,78
1545,Самец,Герефорд,2023-06-20,0451,6120,"39,26296869",4,"0,09","1,14",9,,91
1546,Самка,Герефорд,2021-06-17,6320,6729,,4,"0,17","1,25",5,83,92
1547,Самец,Голштинская,2020-07-27,0239,7991,,3,"0,04","1,06",7,94,84
1548,Самка,Голштинская,2020-02-15,5163,2284,"31,27308599",5,"0,04","1,04",6,87,82
1549,Самка,Айрширская,2019-01-22,9393,1138,,4,"0,04","1,13",6,,76
1550,Самка,Айрширская,2020-11-10,0656,2686,"34,09568536",4,"0,02","0,9",10,,72
1551,Самка,Айрширская,2018-04-15,3432,0002,,3,"0,14",,5,,88
1552,Самец,Швицкая,2023-02-28,7134,9331,"38,97733951",3,"0,05","1,19",10,,84
1553,Самка,Швицкая,2019-11-02,6984,4452,"29,31223838",4,"0,03","0,93",5,,89
1554,Самец,Голштинская,2020-12-24,5291,1535,,4,"0,12","1,06",9,88,79
1555,Самец,Голштинская,2021-03-19,7784,7933,,4,"0,02",,6,76,70
1556,Самка,Айрширская,2019-12-02,8415,9776,"29,90392727",3,"0,05","1,18",9,89,81
1557,Самка,Герефорд,2019-11-26,7250,1380,,4,"0,05",,9,79,89
1558,Самец,Айрширская,2019-09-08,8988,8013,,4,"0,02","1,28",9,87,83
1559,Самка,Швицкая,2019-07-27,8923,0355,"24,77549375",3,"0,1",,8,,83
1560,Самец,Швицкая,2022-02-09,0040,2278,"22,26575832",4,"0,18","1,35",7,81,78
1561,Самка,Голштинская,2022-11-20,8384,2435,"36,53969354",4,"0,15",,10,75,82
1562,Самка,Швицкая,2018-08-01,1681,8665,,5,"0,15","1,37",6,,91
1563,Самка,Герефорд,2018-08-15,5731,5839,,4,"0,12",,9,,78
1564,Самец,Герефорд,2018-08-04,9487,0799,,3,"0,16","0,93",8,,80
1565,Самец,Голштинская,2020-05-23,3841,3853,,2,"0,08","1,48",10,,88
1566,Самка,Герефорд,2019-01-18,3791,4604,"22,25266941",4,"0,08",,5,84,75
1567,Самец,Швицкая,2020-03-21,9656,9798,,2,"0,11","0,92",9,,94
1568,Самец,Симентальская,2018-12-09,1372,5206,,4,"0,18",,5,78,84
1569,Самец,Герефорд,2023-09-18,1802,0214,,3,"0,07","1,39",5,,77
1570,Самец,Швицкая,2018-02-15,4225,1852,,5,"0,05","1,1",5,,71
1571,Самка,Айрширская,2019-04-25,2407,7861,,3,"0,13","0,88",6,89,88
1572,Самка,Швицкая,2021-06-26,2587,1108,"27,67649848",5,"0,12","0,86",9,,71
1573,Самка,Голштинская,2022-09-20,2238,6755,"37,87087955",3,"0,03",,9,82,71
1574,Самка,Айрширская,2018-02-14,7127,2669,,4,"0,14",,6,75,87
1575,Самец,Швицкая,2023-07-15,6400,5751,,3,"0,19","1,08",8,81,82
1576,Самец,Айрширская,2023-02-12,1588,7318,,4,"0,07",,8,89,76
1577,Самка,Швицкая,2022-07-24,7456,5588,"24,72105932",3,"0,18","1,38",5,94,71
1578,Самка,Голштинская,2019-05-15,6568,9403,"38,35841216",4,"0,07","0,91",6,93,87
1579,Самец,Симентальская,2021-06-13,0992,4457,"33,98725647",2,"0,07",,8,79,83
1580,Самка,Герефорд,2021-04-26,5504,3490,,4,"0,02",,8,84,74
1581,Самка,Симентальская,2022-02-24,3852,6319,,3,"0,15","0,83",5,90,70
1582,Самец,Герефорд,2021-05-15,4360,3091,,5,"0,09","1,35",6,87,85
1583,Самка,Айрширская,2023-08-11,9629,6262,,4,"0,19",,7,77,79
1584,Самка,Голштинская,2019-03-23,7023,9436,,3,"0,11","1,42",7,88,83
1585,Самка,Швицкая,2021-02-04,5068,0838,,4,"0,05",,10,93,83
1586,Самец,Симентальская,2019-08-23,1946,5560,,4,"0,1",,9,,73
1587,Самец,Голштинская,2023-09-15,9031,5322,,4,"0,14",,7,,71
1588,Самец,Айрширская,2020-04-13,5112,6985,"34,14102798",3,"0,14","0,89",6,,91
1589,Самка,Швицкая,2018-09-03,9576,8082,"37,44787904",3,"0,14",,9,90,81
1590,Самец,Голштинская,2020-10-08,6630,0105,,3,"0,15","1,09",7,95,82
1591,Самка,Айрширская,2019-07-09,8402,3065,,3,"0,06","0,92",10,,86
1592,Самка,Айрширская,2022-07-21,0247,8703,"28,00129687",4,"0,07","1,48",7,82,81
1593,Самец,Голштинская,2018-10-02,6690,7237,,3,"0,05",,10,92,87
1594,Самец,Симентальская,2021-05-20,6078,6332,,3,"0,2",,5,92,89
1595,Самка,Симентальская,2023-04-10,5026,0986,,4,"0,07","0,94",9,92,72
1596,Самец,Симентальская,2023-03-19,1097,5822,"21,73547403",2,"0,15",,5,91,82
1597,Самец,Голштинская,2023-02-23,7743,1660,,4,"0,1",,8,,83
1598,Самка,Герефорд,2023-04-12,2761,9963,,3,"0,09","1,11",10,,82
1599,Самец,Голштинская,2022-01-11,2383,5333,,4,"0,01",,7,80,86
1600,Самка,Швицкая,2022-09-18,9858,0484,"30,64660513",4,"0,06","0,81",9,,70
1601,Самец,Герефорд,2021-01-12,0904,5581,,4,"0,12",,5,82,73
1602,Самец,Голштинская,2020-03-06,3876,2613,"24,30508877",2,"0,14","1,24",7,82,95
1603,Самка,Герефорд,2021-07-21,1617,1690,"30,49262165",4,"0,1",,5,,87
1604,Самка,Швицкая,2020-05-08,4330,4944,"29,21880318",4,"0,05","0,86",9,,94
1605,Самец,Швицкая,2023-08-24,2451,7053,"24,41779833",4,"0,16",,8,,86
1606,Самец,Симентальская,2018-06-13,7357,1142,"28,8557841",3,"0,17","0,9",10,84,88
1607,Самец,Симентальская,2020-11-23,4442,2910,,4,"0,1","0,92",10,84,93
1608,Самец,Симентальская,2019-08-01,4141,3225,,4,"0,01",1,5,92,74
1609,Самец,Симентальская,2021-11-02,6719,5396,,3,"0,14",,8,,79
1610,Самка,Симентальская,2018-06-09,2967,4056,"21,54401227",5,"0,06","0,85",8,,83
1611,Самец,Айрширская,2019-02-18,3647,4743,"39,21775367",4,"0,01",,7,82,94
1612,Самка,Айрширская,2019-03-26,4753,8724,"36,76994082",3,"0,16",,7,,77
1613,Самка,Симентальская,2023-06-17,8301,8888,"23,29054788",3,"0,04","1,15",9,,94
1614,Самка,Симентальская,2023-11-15,3275,3082,,4,"0,15","1,09",5,,89
1615,Самец,Герефорд,2018-04-20,4917,7836,"39,88648268",4,"0,11","0,83",5,,86
1616,Самец,Симентальская,2023-02-26,0041,6240,"32,55158757",4,"0,02","1,12",6,92,92
1617,Самец,Голштинская,2018-07-06,1819,9940,,4,"0,06",,5,,77
1618,Самка,Голштинская,2019-03-14,6010,6710,"38,12077589",4,"0,06","1,31",6,,89
1619,Самка,Швицкая,2021-11-06,3181,3363,"29,02765189",4,"0,2","0,82",8,77,81
1620,Самка,Герефорд,2018-07-12,7759,3690,"37,95474245",3,"0,13",,10,86,95
1621,Самка,Швицкая,2019-07-03,0838,4323,"34,28535671",3,"0,18",,5,,95
1622,Самка,Швицкая,2018-10-25,2959,1046,"36,94521788",4,"0,16",,5,95,82
1623,Самец,Герефорд,2022-09-26,3324,3673,,4,"0,02","1,04",5,88,86
1624,Самец,Симентальская,2018-05-14,7316,1500,,4,"0,03",,10,80,85
1625,Самка,Швицкая,2019-12-25,0886,1933,"23,46775222",3,"0,16",,8,94,80
1626,Самец,Голштинская,2019-10-07,5105,7619,,5,"0,1",,5,80,83
1627,Самка,Голштинская,2021-10-01,4290,2332,,3,"0,07",,6,90,78
1628,Самец,Айрширская,2023-07-23,5666,1875,,3,"0,15","0,96",10,94,76
1629,Самка,Швицкая,2022-03-22,5069,2110,,3,"0,11",,10,81,86
1630,Самка,Герефорд,2023-02-12,5241,8872,,2,"0,09",,9,,83
1631,Самец,Айрширская,2018-06-03,8323,6652,,4,"0,03","1,34",6,89,70
1632,Самка,Голштинская,2023-08-10,2859,2896,,4,"0,03",,9,,75
1633,Самка,Симентальская,2019-09-20,5429,3792,"22,55710311",3,"0,04",,9,,92
1634,Самка,Симентальская,2021-10-06,4301,3824,,4,"0,12","1,3",8,75,88
1635,Самец,Швицкая,2020-12-03,8299,8506,"28,78597699",4,"0,14",,7,78,80
1636,Самка,Швицкая,2023-03-17,1999,6201,"24,99876535",3,"0,15","0,96",7,,80
1637,Самец,Симентальская,2019-10-16,3976,0659,,4,"0,02",,5,,94
1638,Самка,Герефорд,2023-07-12,6412,8268,,2,"0,19",,9,95,76
1639,Самец,Швицкая,2018-11-28,4340,5138,,4,"0,02",,7,,91
1640,Самка,Герефорд,2023-02-08,8315,9043,"20,82299661",4,"0,08",,8,95,84
1641,Самка,Симентальская,2020-05-12,0358,1025,,3,"0,04","1,21",10,,85
1642,Самка,Айрширская,2018-02-02,4823,8680,"21,68437316",4,"0,13","0,84",10,,94
1643,Самец,Швицкая,2023-03-06,5102,0380,"26,61426992",4,"0,03",,7,78,92
1644,Самец,Симентальская,2023-01-12,2111,0599,"32,00166454",4,"0,09",,8,85,71
1645,Самец,Симентальская,2023-07-23,1543,9428,,3,"0,11",,7,,70
1646,Самец,Герефорд,2021-12-25,6849,3263,"38,06962839",3,"0,04",,9,90,71
1647,Самка,Симентальская,2023-10-27,9196,4073,,4,"0,1",,7,,71
1648,Самец,Герефорд,2020-06-12,3885,0625,"35,74613578",4,"0,16",,8,,92
1649,Самка,Швицкая,2020-05-14,7411,9704,,3,"0,11","1,09",5,84,91
1650,Самец,Симентальская,2018-11-28,7929,1812,,3,"0,18",,8,93,78
1651,Самец,Голштинская,2018-06-05,8284,5605,"24,0865542",4,"0,14","1,38",6,79,83
1652,Самка,Голштинская,2018-07-14,0117,1860,"29,86725511",3,"0,17",,7,,94
1653,Самец,Айрширская,2019-12-28,1611,4152,"37,23688196",2,"0,2",,5,77,92
1654,Самец,Герефорд,2018-01-18,5979,5898,"22,76901126",4,"0,16","1,35",9,,72
1655,Самка,Айрширская,2020-10-26,1477,9736,,4,"0,05",,9,,78
1656,Самец,Симентальская,2019-02-14,2827,5969,,3,"0,19",,9,80,72
1657,Самка,Симентальская,2023-12-06,3674,1048,"39,0378209",5,"0,13",,8,,95
1658,Самка,Голштинская,2023-07-22,9393,2535,"28,91439325",4,"0,2",,8,,84
1659,Самец,Айрширская,2020-01-11,7009,2549,,3,"0,08","1,41",9,,74
1660,Самка,Швицкая,2022-01-22,5291,4926,"31,19195219",4,"0,2",,6,,75
1661,Самец,Айрширская,2021-02-19,4891,8556,"27,00271461",3,"0,12","1,49",10,,89
1662,Самец,Айрширская,2018-09-03,7134,0540,,4,"0,03","1,22",6,87,91
1663,Самка,Симентальская,2020-04-06,6043,0341,,4,"0,12",,7,,87
1664,Самец,Швицкая,2020-09-19,9320,6219,"33,0671527",4,"0,15",,6,88,77
1665,Самец,Швицкая,2020-07-10,9164,3993,"32,89234472",3,"0,18","1,48",10,,72
1666,Самка,Симентальская,2018-02-15,6784,7692,,4,"0,01","1,41",9,80,76
1667,Самка,Симентальская,2018-02-12,5681,7866,"26,26536628",4,"0,04","1,21",6,78,86
1668,Самка,Симентальская,2020-11-20,8274,5970,,4,"0,2",,7,,80
1669,Самец,Швицкая,2023-03-23,9549,1002,,3,"0,02","1,21",5,,72
1670,Самка,Айрширская,2022-03-13,2176,7514,"32,28569692",4,"0,04",,7,,95
1671,Самка,Симентальская,2023-03-22,1461,9460,,4,"0,04",,9,85,74
1672,Самка,Симентальская,2020-02-19,0143,8152,,4,"0,13","1,49",10,,72
1673,Самка,Айрширская,2020-09-18,9254,9509,"37,48876114",4,"0,13","1,22",7,86,95
1674,Самец,Айрширская,2018-09-22,5571,1448,"29,84139558",4,"0,18","0,95",8,75,93
1675,Самка,Швицкая,2020-05-05,6385,8691,"26,50230766",2,"0,19",,9,,93
1676,Самка,Симентальская,2021-05-21,4988,1930,"39,08285732",3,"0,19","1,15",5,79,72
1677,Самка,Симентальская,2023-04-11,2582,5921,"34,1243636",4,"0,09","1,41",10,,78
1678,Самка,Симентальская,2019-02-17,8666,4108,"32,85450486",3,"0,1",,5,,76
